Face_to_Face,City,Prerequisite_1,Availability,Part_Time,Duration,Distance,Currency,University,Description,Remarks,Prerequisite_2_grade_2,Full_Time,Prerequisite_2,Prerequisite_3_grade_3,Int_Fees,Blended,Duration_Time,Prerequisite_1_grade_1,Level_Code,Course_Lang,Prerequisite_3,Offline,Website,Country,Local_Fees,Career_Outcomes/path,Course,Currency_Time,Online,Faculty
Yes,Brisbane,ATAR,A,Yes,4.0,No,AUD,Queensland University of Technology,"Learn to design and manage the use of land and natural resources to meet human needs in a sustainable way. Prepares you to plan large-scale projects such as new cities, suburbs, ports, recreational and industrial areas and transport infrastructure. Study community planning, infrastructure provisions, creative design, property economics, spatial science, architecture, law and business management. Graduates work in urban design, transport planning, development assessment, open space and recreational planning, environmental protection, and social and economic development. Further your depth of knowledge and skills to apply throughout your career with an Honours degree.",,6.5,Yes,IELTS,Year 12,"32,600",Yes,Years,70.00,HONS,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-urban-development-honours-urban-and-regional-planning,Australia,"9,300","Policy Officer, Urban Designer, Urban and Regional Planner",Bachelor of Urban Development (Honours) (Urban and Regional Planning),Years,No,Building and Planning
Yes,Brisbane,ATAR,A,No,4.0,No,AUD,Queensland University of Technology,"Benefit from meaningful connections with high profile industry employers and classes with leading experts in both property economics and business disciplines. Develop skills and be able to think creatively and critically, communicate professionally, make ethical business decisions and work in a global context. Complete 2 degrees in 4 years full time.",,6.5,Yes,IELTS,Year 12,"31,300",No,Years,79.00,BA,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-property-economics-bachelor-of-business,Australia,"14,100","Business Advisor, Business Analyst, Funds Manager, Investment Analyst, Property Development, Property Economist, Property Management",Bachelor of Property Economics/Bachelor of Business,Years,No,Double Degree
Yes,Brisbane,ATAR,A,No,6.0,No,AUD,Queensland University of Technology,"Gain fundamental project management skills regardless of your professional background. Develop a depth of specialised knowledge and skills to constructively manage projects in a diverse range of industries. Learn to manage constraints in time, cost, quality, as well as social, political and environmental challenges. Based on the Project Management Body of Knowledge — the international benchmark and framework in the field. Accredited by the Australian Institute of Project Management.",,6.5,Yes,IELTS,Year 12,"17,300",No,Months,N/A,GCERT,English,Equivalent ,Yes,https://www.qut.edu.au/courses/graduate-certificate-in-project-management,Australia,"11,600","Construction Manager, Project Manager",Graduate Certificate in Project Management,Years,No,Business
Yes,Brisbane,ATAR,A,Yes,1.0,No,AUD,Queensland University of Technology,"Ideal for practising engineers who want management qualifications with advanced engineering skills and knowledge. Develop the analytical tools and methods to improve efficiency within manufacturing and service organisations. Study quality control, organisational infrastructure management, and development of decision support systems. Learn about innovation, integration, continuous improvement of your organisation and how to improve  competitive advantages. International students can choose this course as part of our combined masters packages, which allow you to complete two master degrees in two years.",,6.5,Yes,IELTS,Year 12,"35,500",Yes,Year,N/A,MST,English,Equivalent ,Yes,https://www.qut.edu.au/courses/master-of-engineering-management,Australia,"25,100",No career outcomes provided,Master of Engineering Management,Years,No,"Science, Technology, Engineering and Maths (STEM)"
Yes,Brisbane,ATAR,A,Yes,18.0,No,AUD,Queensland University of Technology,"Gain knowledge and experience in managing projects across a range of industries. Learn to manage constraints in time, cost, quality; as well as and social, political and environmental challenges. Based on the Project Management Body of Knowledge – the international benchmark and framework in the field. International students can choose this course as part of our combined masters packages, which allow you to complete two master degrees in two years. Accredited by the Global Accreditation Centre (GAC) of the Project Management Institute; as well as the Australian Institute of Project Management.",,6.5,Yes,IELTS,Year 12,"34,500",Yes,Months,N/A,MST,English,Equivalent ,Yes,https://www.qut.edu.au/courses/master-of-project-management,Australia,"23,100",Project Manager,Master of Project Management,Years,No,Business
Yes,Brisbane,ATAR,A,Yes,3.0,No,AUD,Queensland University of Technology,"Graduates who complete the accountancy major and the professional accountancy accreditation extension meet the academic entry requirements for membership of CPA Australia, Chartered Accountants Australia and New Zealand (CA ANZ) and the Institute of Public Accountants (IPA), and enrolment in their respective professional programs.   Graduates are also eligible for exemptions in the qualifying program for membership of the Association of Chartered Certified Accountants (ACCA) and the Chartered Institute of Management Accountants (CIMA).   Students who complete specified units under the Regulation and Tax Extension will meet the academic entry requirements for registration as a Tax Agent with the Tax Practitioners Board.   Experience a work placement with selected industry employers (if space is available on your individual study plan).   Build experience and first-hand knowledge through your final-year Capstone Project.   You can also study this major as part of QUT's new Bachelor of Business - International degree, which includes one year of compulsory overseas studies.",,6.5,Yes,IELTS,Year 12,"31,100",Yes,Years,79.00,BA,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-business-accountancy,Australia,"14,500","Business Analyst, Business Risk and Governance Consultant, Certified Practicing Accountant, Chartered Accountant, Chartered Tax Adviser, Chief Financial Officer, Corporate Secretary, Financial Analyst, Financial Controller, Financial Project Manager, Forensic Accountant, Wealth Management Consultant",Bachelor of Business (Accountancy),Years,No,Business
Yes,Brisbane,ATAR,A,No,3.0,No,AUD,Queensland University of Technology,"Enrol into your Bachelor of Business degree and honours, and receive a scholarship with a total value of $20,000 paid over the 4-year program. Work with a supervisor to complete a thesis in your field of study. Study accountancy, advertising, economics, finance, financial  planning, human resource management, international business, management, marketing, or public relations.",,6.5,Yes,IELTS,Year 12,"31,300",No,Years,97.00,HONS,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-business-deans-honours,Australia,"14,400","Account Executive, Accountant, Administrator, Advertising Professional, Banking and Finance Professional, Business Analyst, Business Development Officer, Economist, Facilities Manager, Financial Advisor, Financial Planner, Financial Project Manager, Financial Risk Manager, Human Resource Developer, Human Resource Manager, Information Officer, International Business Specialist, Investment Manager, Manager, Market Research Manager, Marketing Officer/Manager, Project Developer, Project Manager, Public Relations Officer/Consultant, Statistician, Superannuation Advisor",Bachelor of Business (Dean's Honours),Years,No,Business
Yes,Brisbane,ATAR,A,Yes,3.0,No,AUD,Queensland University of Technology,"Meet the academic requirements for professional membership of the Economics Society of Australia. Study inflation, interest rates, competition, business strategy, maximisation of resources and the impact of decisions made by government. Prepare yourself for a career as a business analyst, economist, financial project manager, quantitative analyst, risk manager or statistician You can also study this major as part of QUT's new Bachelor of Business - International degree, which includes one year of compulsory overseas studies.",,6.5,Yes,IELTS,Year 12,"31,100",Yes,Years,79.00,BA,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-business-economics,Australia,"14,500","Administrator, Banker, Banking and Finance Professional, Business Analyst, Corporate Secretary, Economist, Financial Advisor/Analyst, Financial Project Manager, Government Officer, Investment Manager, Policy Officer, Public Servant, Quantitative Analyst, Risk Manager, Statistician, Stockbroker",Bachelor of Business (Economics),Years,No,Business
Yes,Brisbane,ATAR,A,Yes,3.0,No,AUD,Queensland University of Technology,"Study capital planning, funds acquisition, stock broking, and investments management Take part in hands-on projects including quantitative data analysis, and practise your skills in our Securities Dealing Room. Prepare yourself for a career as a banking and finance professional, business analyst, corporate secretary, risk manager or investment manager. Meet the academic requirements for associate membership of the Financial Services Institute of Australasia You can also study this major as part of QUT's new Bachelor of Business - International degree, which includes one year of compulsory overseas studies.",,6.5,Yes,IELTS,Year 12,"31,100",Yes,Years,79.00,BA,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-business-finance,Australia,"14,500","Business Analyst, Commercial Banking Professional, Corporate Treasurer, Financial Project Manager, Foreign Exchange Dealer, Insurance Professional, Investment Analyst, Investment Banker, Investment Manager, Risk Manager, Stockbroker",Bachelor of Business (Finance),Years,No,Business
Yes,Brisbane,ATAR,A,Yes,3.0,No,AUD,Queensland University of Technology,"Financial planning is a service helping people and businesses to manage their financial affairs and meet their financial goals. Build expertise in the fields of taxation, cash flow modelling, superannuation, insurance and investment planning to suit a diverse range of clients and contexts. Develop superior communication skills to enable you to provide clear, ethical and professional advice to your clients. Prepares you for a career as a financial planner, financial advisor, investment manager or superannuation adviser. Graduates who complete the financial planning majors will satisfy the education requirements to seek membership of the Financial Planning Association of Australia (FPA). As a student of this degree you can become affiliated with the FPA at no charge gaining valuable access to career development activities and resources of the FPA. Graduates will also be ready to participate in the educational qualifications and standards framework set by the Financial Adviser Standards and Ethics Authority (FASEA) which will be required before being able to provide personal financial planning advice to retail clients.",,6.5,Yes,IELTS,Year 12,"31,100",Yes,Years,79.00,BA,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-business-financial-planning,Australia,"14,500","Financial Advisor, Financial Planner, Investment Manager, Superannuation Advisor",Bachelor of Business (Financial Planning),Years,No,Business
Yes,Brisbane,ATAR,A,Yes,4.0,No,AUD,Queensland University of Technology,"This new course combines the standard three-year Bachelor of Business degree with one year of compulsory overseas studies Choose one of 10 majors: accountancy, advertising, economics, finance, financial planning, human resource management, international business, management, marketing or public relations Your year of overseas study can either offer you a second degree, cultural immersion or flexible exchange program Enhance your international knowledge and intercultural skills Employers are looking for graduates who can bring an international experience to their job.",,6.5,Yes,IELTS,Year 12,"31,100",Yes,Years,87.00,BA,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-business-international,Australia,"14,500","Account Executive, Accountant, Administrator, Advertising Professional, Banking and Finance Professional, Business Analyst, Business Development Officer, Economist, Financial Advisor/Analyst, Financial Project Manager, Financial Risk Manager, Human Resource Developer, Human Resource Manager, Information Officer, International Business Specialist, Investment Manager, Manager, Market Research Manager, Marketing Officer/Manager, Project Developer, Project Manager, Public Relations Officer/Consultant, Statistician",Bachelor of Business - International,Years,No,Business
Yes,Brisbane,ATAR,A,No,4.0,No,AUD,Queensland University of Technology,"Gain an understanding of human behaviour and learn how to apply this to organisational settings. Complete 2 separate degrees in 4 years full-time. Major in accountancy, advertising, economics, finance, financial planning, human resource management, international business, management, marketing, or public relations. Take the first step towards a career as a registered psychologist.",,6.5,Yes,IELTS,Year 12,"31,100",No,Years,79.00,BA,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-behavioural-science-psychology-bachelor-of-business,Australia,"10,700","Account Executive, Accountant, Advertising Professional, Banking and Finance Professional, Economist, Financial Advisor/Analyst, Government Officer, Human Resource Manager, International Business Specialist, Manager, Market Research Manager, Marketing Officer/Manager, Psychologist, Public Relations Officer/Consultant, Public Servant",Bachelor of Behavioural Science (Psychology)/Bachelor of Business,Years,No,Double Degree
Yes,Brisbane,ATAR,A,No,4.0,No,AUD,Queensland University of Technology,"Gain an understanding of human behaviour and learn how to apply this to organisational settings. Complete 2 separate degrees in 4 years full-time. Major in accountancy, advertising, economics, finance, financial planning, human resource management, international business, management, marketing, or public relations. Take the first step towards a career as a registered psychologist.",,6.5,Yes,IELTS,Year 12,"31,100",No,Years,79.00,BA,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-behavioural-science-psychology-bachelor-of-business,Australia,"10,700","Account Executive, Accountant, Advertising Professional, Banking and Finance Professional, Economist, Financial Advisor/Analyst, Government Officer, Human Resource Manager, International Business Specialist, Manager, Market Research Manager, Marketing Officer/Manager, Psychologist, Public Relations Officer/Consultant, Public Servant",Bachelor of Behavioural Science (Psychology)/Bachelor of Business,Years,No,Double Degree
